drug,strength,form,package_quantity,acquisition_cost,markup,pharmacy_fee,shipping_fee,final_price,brand_name,sku,retail_price_per_unit_UNRELIABLE,package_size_raw,volume_raw,package_quantity_status,product_slug,is_available,specialty_medication
Premarin (Conjugated Estrogens),0.625mg/gm,Cream,30.0,,,,,432.11,,55350025003710-30-Premarin,562.0,30,30gm,confirmed,premarin-0_3mg-tablet,False,False
Premphase (Conjugated Estrogens / Medroxyprogesterone),0.625-5mg,Pack of 28 Tablets,28.0,,,,,212.89,,24993002040370-28-Premphase,287.0,28,28 Tablets,confirmed,premphase-0_625-5mg-28-tablets,False,False
Prempro (Conjugated Estrogens / Medroxyprogesterone),0.3-1.5mg,Pack of 28 Tablets,28.0,,,,,224.26,,24993002040340-28-Prempro,293.96,28,28 Tablets,confirmed,prempro-0_3-1_5mg-28-tablets,False,False
Prempro (Conjugated Estrogens / Medroxyprogesterone),0.45-1.5mg,Pack of 28 Tablets,28.0,,,,,212.89,,24993002040345-28-Prempro,295.88,28,28 Tablets,confirmed,prempro-0_3-1_5mg-28-tablets,False,False
Prempro (Conjugated Estrogens / Medroxyprogesterone),0.625-2.5mg,Pack of 28 Tablets,28.0,,,,,224.26,,24993002040350-28-Prempro,296.02,28,28 Tablets,confirmed,prempro-0_3-1_5mg-28-tablets,False,False
Prempro (Conjugated Estrogens / Medroxyprogesterone),0.625-5mg,Pack of 28 Tablets,28.0,,,,,212.89,,24993002040360-28-Prempro,281.61,28,28 Tablets,confirmed,prempro-0_3-1_5mg-28-tablets,False,False
Prenatal Vitamin W/FE Fumarate-FA,27-1mg,Tablet,100.0,,,,,7.14,WesTab Plus,78512015000324-Generic,2.67,100,,confirmed,prenatal-vitamin-w-fe-fumarate-fa-27-1mg-tablet-westab-plus,False,False
Primidone,50mg,Tablet,100.0,,,,,6.17,Mysoline,72600060000305-Generic,0.47,100,,confirmed,primidone-50mg-tablet,False,False
Primidone,250mg,Tablet,100.0,,,,,7.73,Mysoline,72600060000310-Generic,0.8,100,,confirmed,primidone-50mg-tablet,False,False
Probenecid,500mg,Tablet,100.0,,,,,60.89,Benemid,68100010000310-Generic,2.3,100,,confirmed,probenecid-500mg-tablet-benemid,False,False
Prochlorperazine,25mg,Pack of Suppositories,12.0,,,,,46.35,Compro,59200055005215-12-Generic,142.0,12,12 Suppositories,confirmed,prochlorperazine-25mg-pack-of-suppositories-12-compro,False,False
Prochlorperazine Maleate,10mg,Tablet,100.0,,,,,8.48,Compazine,59200055100310-Generic,0.83,100,,confirmed,prochlorperazine-maleate-10mg-tablet-compazine,False,False
Prochlorperazine Maleate,5mg,Tablet,100.0,,,,,7.48,Compazine,59200055100305-Generic,0.73,100,,confirmed,prochlorperazine-maleate-10mg-tablet-compazine,False,False
Progesterone,100mg,Capsule,100.0,,,,,9.45,Prometrium,26000040000120-Generic,0.68,100,,confirmed,progesterone-100mg-capsule,False,False
Progesterone,200mg,Capsule,100.0,,,,,11.87,Prometrium,26000040000140-Generic,1.2,100,,confirmed,progesterone-100mg-capsule,False,False
Promethazine-DM,6.25-15mg/5ml,mL,473.0,,,,,6.04,Phenergan DM,43995702301210-Generic,0.07,473,,confirmed,promethazine-dm-6_25-15mg_5ml-ml,False,False
Promethazine HCl,25mg,Suppository,12.0,,,,,30.39,Promethegan,41400020105210-Generic,10.95,12,,confirmed,promethazine-25mg-suppository,False,False
Promethazine HCl,12.5mg,Tablet,100.0,,,,,5.72,Phenergan,41400020100305-Generic,0.61,100,,confirmed,promethazinehcl-12_5mg-tablet,False,False
Promethazine HCl,50mg,Tablet,100.0,,,,,6.55,Phenergan,41400020100315-Generic,0.75,100,,confirmed,promethazinehcl-12_5mg-tablet,False,False
Promethazine HCl,25mg,Tablet,1000.0,,,,,5.83,Phenergan,41400020100310-Generic,0.6,1000,,confirmed,promethazinehcl-12_5mg-tablet,False,False
Promethazine HCl,12.5mg,Pack of Suppositories,12.0,,,,,17.11,Phenergan,41400020105205-12-Generic,184.0,12,12 Suppositories,confirmed,promethazinehcl-12_5mg-tablet,False,False
Promethazine VC,6.25-5mg/5ml,mL,473.0,,,,,9.45,Phenergan VC,43993002701210-Generic,0.34,473,,confirmed,promethazine-vc-6_25-5mg_5ml-ml,False,False
Promethegan (Promethazine HCl),50mg,Suppositories,12.0,,,,,752.06,,41400020105215-Promethegan,39.5,12,,confirmed,promethegan-(promethazine-hcl)-50mg-suppositories-promethegan,False,False
Propafenone HCl,150mg,Tablet,100.0,,,,,7.14,Rythmol,35300050000320-Generic,1.27,100,,confirmed,propafenone-hcl-150mg-tablet-rythmol,False,False
Propafenone HCl,225mg,Tablet,100.0,,,,,7.97,Rythmol,35300050000325-Generic,0.97,100,,confirmed,propafenone-hcl-150mg-tablet-rythmol,False,False
Propafenone HCl,300mg,Tablet,100.0,,,,,9.97,Rythmol,35300050000330-Generic,2.97,100,,confirmed,propafenone-hcl-150mg-tablet-rythmol,False,False
Propafenone HCl ER,225mg,Capsule Extended Release,60.0,,,,,10.18,Rythmol SR,35300050006920-Generic,7.03,60,,confirmed,propafenone-hcl-er-225mg-capsule-extended-release-rythmol-sr,False,False
Propafenone HCl ER,325mg,Capsule Extended Release,60.0,,,,,12.35,Rythmol SR,35300050006930-Generic,10.97,60,,confirmed,propafenone-hcl-er-225mg-capsule-extended-release-rythmol-sr,False,False
Propafenone HCl ER,425mg,Capsule Extended Release,60.0,,,,,12.9,Rythmol SR,35300050006940-Generic,9.23,60,,confirmed,propafenone-hcl-er-225mg-capsule-extended-release-rythmol-sr,False,False
Proparacaine HCl,0.50%,Solution Dropper,15.0,,,,,25.99,Alcaine,86750020102005-15-Generic,35.0,15,15mL,confirmed,proparacaine-hcl-0_50-solution-dropper-15-alcaine,False,False
Propranolol HCl,60mg,Tablet,100.0,,,,,6.76,Inderal,33100040100320-Generic,1.27,100,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl,10mg,Tablet,100.0,,,,,5.72,Inderal,33100040100305-Generic,1.1,100,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl,20mg,Tablet,1000.0,,,,,5.93,Inderal,33100040100310-Generic,0.65,1000,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl,40mg,Tablet,100.0,,,,,6.04,Inderal,33100040100315-Generic,0.85,100,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl,80mg,Tablet,100.0,,,,,7.28,Inderal,33100040100325-Generic,0.95,100,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl,20mg/5ml,mL,500.0,,,,,8.48,Inderal,33100040102050-Generic,0.16,500,,confirmed,propranololhcl-60mg-tablet,False,False
Propranolol HCl ER,120mg,Extended Release Capsule,100.0,,,,,10.59,Inderal LA,33100040107035-Generic,2.21,100,,confirmed,propranololhcler-120mg-capsule,False,False
Propranolol HCl ER,160mg,Extended Release Capsule,100.0,,,,,12.38,Inderal LA,33100040107040-Generic,3.69,100,,confirmed,propranololhcler-120mg-capsule,False,False
Propranolol HCl ER,60mg,Extended Release Capsule,100.0,,,,,10.18,Inderal LA,33100040107025-Generic,1.94,100,,confirmed,propranololhcler-120mg-capsule,False,False
Propranolol HCl ER,80mg,Extended Release Capsule,100.0,,,,,10.93,Inderal LA,33100040107030-Generic,2.22,100,,confirmed,propranololhcler-120mg-capsule,False,False
Propylthiouracil,50mg,Tablet,100.0,,,,,10.04,Propylthiouracil,28300020000310-Generic,0.93,100,,confirmed,propylthiouracil-50mg-tablet-propylthiouracil,False,False
Protriptyline HCl,10mg,Tablet,100.0,,,,,50.71,Vivactil,58200070100310-Generic,5.2,100,,confirmed,protriptyline-hcl-10mg-tablet-vivactil,False,False
Protriptyline HCl,5mg,Tablet,100.0,,,,,51.23,Vivactil,58200070100305-Generic,6.9,100,,confirmed,protriptyline-hcl-10mg-tablet-vivactil,False,False
Prucalopride Succinate,1mg,Bottle of 30 Tablets,30.0,,,,,12.25,Motegrity,52560060200320-30-Generic,565.52,30,30 ea,confirmed,prucalopride-succinate-1mg-bottle-of-30-tablets-30,False,False
Prucalopride Succinate,2mg,Bottle of 30 Tablets,30.0,,,,,12.25,Motegrity,52560060200330-30-Generic,565.39,30,30 ea,confirmed,prucalopride-succinate-1mg-bottle-of-30-tablets-30,False,False
Pylera (Bismuth Subcitrate Potassium/Metronidaz/Tetracyclin),140-125-125 mg,Box,120.0,,,,,351.15,Pylera,49992003150120-120-PYLERA,362.72,120,120 ea,confirmed,bismuth-subcitrate-potassium-metronidazole-tetracycline-140-125-125-mg-box-120-pylera,False,False
Pyridostigmine Bromide,60mg,Bottle of 30 Tablets,30.0,,,,,8.48,Mestinon,76000050100305-30-Generic,32.36,30,30 ea,confirmed,pyridostigmine-bromide-60mg-bottle-of-30-tablets-30,False,False
Pyridostigmine Bromide,180mg,Bottle of 30 ER Tablets,30.0,,,,,50.08,Mestinon,76000050100405-30-Generic,91.4,30,30 ea,confirmed,pyridostigmine-bromide-60mg-bottle-of-30-tablets-30,False,False
Pyridostigmine Bromide,60mg/5ml,mL,473.0,,,,,17.97,Mestinon,76000050102060-Generic,2.78,473,,confirmed,pyridostigmine-bromide-60mg-bottle-of-30-tablets-30,False,False
Pyrimethamine,25mg,Tablet,100.0,,,,,1094.06,Daraprim,13000040000310-Generic,677.67,100,,confirmed,pyrimethamine-25mg-tablet-daraprim,False,False
Quetiapine Fumarate,100mg,Tablet,1000.0,,,,,5.97,Seroquel,59153070100320-Generic,2.88,1000,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,200mg,Tablet,1000.0,,,,,6.72,Seroquel,59153070100330-Generic,4.64,1000,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,25mg,Tablet,1000.0,,,,,5.34,Seroquel,59153070100310-Generic,2.24,1000,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,300mg,Tablet,60.0,,,,,7.55,Seroquel,59153070100340-Generic,6.9,60,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,400mg,Tablet,100.0,,,,,8.14,Seroquel,59153070100350-Generic,7.71,100,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,50mg,Tablet,1000.0,,,,,5.45,Seroquel,59153070100314-Generic,2.89,1000,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate,150mg,Tablet,100.0,,,,,35.84,Seroquel,59153070100325-Generic,1.93,100,,confirmed,QuetiapineFumarate-100mg-Tablet,False,False
Quetiapine Fumarate ER,150mg,Extended Release Tablet,60.0,,,,,9.9,Seroquel XR,59153070107515-Generic,12.14,60,,confirmed,quetiapinefumarateer-150mg-tablet,False,False
Quetiapine Fumarate ER,50mg,Extended Release Tablet,60.0,,,,,7.76,Seroquel XR,59153070107505-Generic,6.92,60,,confirmed,quetiapinefumarateer-150mg-tablet,False,False
Quetiapine Fumarate ER,200mg,Extended Release Tablet,60.0,,,,,10.66,Seroquel XR,59153070107520-Generic,13.41,60,,confirmed,quetiapinefumarateer-150mg-tablet,False,False
Quetiapine Fumarate ER,300mg,Extended Release Tablet,60.0,,,,,11.66,Seroquel XR,59153070107530-Generic,16.86,60,,confirmed,quetiapinefumarateer-150mg-tablet,False,False
Quetiapine Fumarate ER,400mg,Extended Release Tablet,60.0,,,,,12.8,Seroquel XR,59153070107540-Generic,21.62,60,,confirmed,quetiapinefumarateer-150mg-tablet,False,False
Quinidine Gluconate ER,324mg,Tablet Extended-Release,100.0,,,,,97.63,Quinaglute,35100030100403-Generic,9.03,100,,confirmed,quinidine-gluconate-er-324mg-tablet-extended-release-quinaglute,False,False
Quinidine Sulfate,200mg,Tablet,30.0,,,,,326.99,Quinora,35100030300310-Generic,13.8,30,,confirmed,quinidine-sulfate-200mg-tablet-quinora,False,False
Quinidine Sulfate,300mg,Tablet,30.0,,,,,346.31,Quinora,35100030300315-Generic,14.07,30,,confirmed,quinidine-sulfate-200mg-tablet-quinora,False,False
Quinine Sulfate,324mg,Capsule,30.0,,,,,17.14,Qualaquin,13000060100119-Generic,6.17,30,,confirmed,quinine-sulfate-324mg-capsule-qualaquin,False,False
Rabeprazole Sodium DR,20mg,Delayed Release Tablet,90.0,,,,,7.69,Aciphex,49270076100620-Generic,5.33,90,,confirmed,rabeprazole-sodium-dr-20mg-tablet,False,False
Raloxifene HCl,60mg,Tablet,1000.0,,,,,8.42,Evista,30053060100320-Generic,5.86,1000,,confirmed,raloxifenehcl-60mg-tablet,False,False
Ramelteon,8mg,Tablet,100.0,,,,,13.76,Rozerem,60250060000320-Generic,13.6,100,,confirmed,ramelteon-8mg-tablet-rozerem,False,False
Ramipril,1.25mg,Capsule,30.0,,,,,7.42,Altace,36100050000110-Generic,1.03,30,,confirmed,ramipril-1_25mg-capsule,False,False
Ramipril,10mg,Capsule,500.0,,,,,6.04,Altace,36100050000140-Generic,1.41,500,,confirmed,ramipril-1_25mg-capsule,False,False
Ramipril,2.5mg,Capsule,100.0,,,,,5.9,Altace,36100050000120-Generic,0.97,100,,confirmed,ramipril-1_25mg-capsule,False,False
Ramipril,5mg,Capsule,500.0,,,,,5.79,Altace,36100050000130-Generic,1.05,500,,confirmed,ramipril-1_25mg-capsule,False,False
Ranolazine Extended Release (ER),500mg,Extended Release Tablet,60.0,,,,,8.42,Ranexa,32200040007420-Generic,5.4,60,,confirmed,ranolazineextendedreleaseer-500mg-tablet,False,False
Ranolazine Extended Release (ER),1000mg,Extended Release Tablet,60.0,,,,,10.66,Ranexa,32200040007430-Generic,6.72,60,,confirmed,ranolazineextendedreleaseer-500mg-tablet,False,False
Rasagiline Mesylate,0.5mg,Tablet,30.0,,,,,15.28,Azilect,73300025200320-Generic,19.3,30,,confirmed,rasagiline-mesylate-0_5mg-tablet-azilect,False,False
Rasagiline Mesylate,1mg,Tablet,30.0,,,,,14.14,Azilect,73300025200330-Generic,14.37,30,,confirmed,rasagiline-mesylate-0_5mg-tablet-azilect,False,False
Repaglinide,0.5mg,Tablet,100.0,,,,,6.55,Prandin,27280060000310-Generic,2.37,100,,confirmed,repaglinide-0_5mg-tablet-prandin,False,False
Repaglinide,1mg,Tablet,100.0,,,,,6.76,Prandin,27280060000320-Generic,3.53,100,,confirmed,repaglinide-0_5mg-tablet-prandin,False,False
Repaglinide,2mg,Tablet,100.0,,,,,6.97,Prandin,27280060000330-Generic,3.67,100,,confirmed,repaglinide-0_5mg-tablet-prandin,False,False
Ribavirin,200mg,Bottle of 84 Capsules,84.0,,,,,114.25,Rebetol,12353070000120-84-Generic,198.16,84,84 ea,confirmed,ribavirin-200mg-capsule-rebetol,False,False
Ribavirin,200mg,Tablet,168.0,,,,,27.25,Copegus,12353070000320-Generic,10.23,168,,confirmed,ribavirin-200mg-tablet-copegus,False,False
Rifabutin,150mg,Capsule,100.0,,,,,201.3,Mycobutin,09000075000120-Generic,15.67,100,,confirmed,rifabutin-150mg-capsule-mycobutin,False,False
Rifampin,300mg,Capsule,60.0,,,,,15.35,Rifadin,09000080000110-Generic,2.35,60,,confirmed,rifampin-300mg-capsule,False,False
Rifampin,150mg,Capsule,30.0,,,,,15.25,Rifadin,09000080000105-Generic,3.3,30,,confirmed,rifampin-300mg-capsule,False,False
Riluzole,50mg,Tablet,60.0,,,,,9.9,Rilutek,74503070000320-Generic,13.23,60,,confirmed,riluzole-50mg-tablet,False,False
Rimantadine HCl,100mg,Tablet,100.0,,,,,36.05,Flumadine,12500070100320-Generic,3.77,100,,confirmed,rimantadine-hcl-100mg-tablet-flumadine,False,False
Risedronate Sodium,35mg,Pack of 4 Tablets,4.0,,,,,101.53,Atelvia,30042065100635-4-Generic,114.21,4,4 ea,confirmed,risedronate-sodium-35mg-tablet-atelvia,False,False
Risedronate Sodium,150mg,Tablet,1.0,,,,,339.65,Actonel,30042065100380-Generic,156.67,1,,confirmed,risedronate-sodium-150mg-tablet-actonel,False,False
Risedronate Sodium,5mg,Tablet,30.0,,,,,40.78,Actonel,30042065100305-Generic,7.8,30,,confirmed,risedronate-sodium-150mg-tablet-actonel,False,False
Risedronate Sodium,35mg,Pack of 4 Tablets,4.0,,,,,7.79,Actonel,30042065100330-4-Generic,47.12,4,4 ea,confirmed,risedronate-sodium-150mg-tablet-actonel,False,False
Risperidone,0.25mg,Tablet Disintegrating,30.0,,,,,20.66,Risperdal M-Tab,59070070007210-Generic,4.67,30,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,0.5mg,Orally Disintegrating Tablet,30.0,,,,,21.32,Risperdal M-Tab,59070070007220-Generic,3.5,30,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,1mg,Orally Disintegrating Tablet,28.0,,,,,25.56,Risperdal M-Tab,59070070007230-Generic,3.56,28,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,2mg,Orally Disintegrating Tablet,28.0,,,,,29.01,Risperdal M-Tab,59070070007240-Generic,4.72,28,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,3mg,Orally Disintegrating Tablet,28.0,,,,,33.6,Risperdal M-Tab,59070070007250-Generic,11.65,28,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,4mg,Orally Disintegrating Tablet,28.0,,,,,35.15,Risperdal M-Tab,59070070007260-Generic,13.42,28,,confirmed,risperidone-0_25mg-tablet-disintegrating-risperdal-m-tab,False,False
Risperidone,0.25mg,Tablet,500.0,,,,,5.34,Risperdal,59070070000303-Generic,2.39,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,0.5mg,Tablet,500.0,,,,,5.48,Risperdal,59070070000306-Generic,2.01,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,1mg,Tablet,500.0,,,,,5.76,Risperdal,59070070000310-Generic,2.28,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,2mg,Tablet,500.0,,,,,6.28,Risperdal,59070070000320-Generic,2.27,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,3mg,Tablet,500.0,,,,,6.07,Risperdal,59070070000330-Generic,3.65,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,4mg,Tablet,500.0,,,,,6.0,Risperdal,59070070000340-Generic,3.39,500,,confirmed,Risperidone-0_25mg-Tablet,False,False
Risperidone,1mg/mL,Solution Dropper,30.0,,,,,13.62,Risperdal,59070070002010-30-Generic,125.0,30,30mL,confirmed,Risperidone-0_25mg-Tablet,False,False
Ritonavir,100mg,Tablet,30.0,,,,,19.77,Norvir,12104560000320-Generic,7.96,30,,confirmed,ritonavir-100mg-tablet,False,False
Rivaroxaban,2.5 mg,Tablet,60.0,,,,,16.52,Xarelto,83370060000310-Generic,7.71,60,,confirmed,rivaroxaban-2_5-mg-tablet,False,False
Rivastigmine,13.3mg,Patch,30.0,,,,,33.77,Exelon,62051040008540-Generic,15.97,30,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,4.6mg,Patch,30.0,,,,,32.43,Exelon,62051040008520-Generic,15.0,30,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,9.5mg,Patch,30.0,,,,,33.67,Exelon,62051040008530-Generic,12.07,30,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,1.5mg,Capsule,60.0,,,,,7.59,Exelon,62051040200110-Generic,2.91,60,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,3mg,Capsule,60.0,,,,,7.73,Exelon,62051040200120-Generic,3.35,60,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,4.5mg,Capsule,60.0,,,,,7.28,Exelon,62051040200130-Generic,3.04,60,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rivastigmine,6mg,Capsule,60.0,,,,,8.45,Exelon,62051040200140-Generic,2.93,60,,confirmed,rivastigmine-13_3mg-patch-exelon,False,False
Rizatriptan Benzoate,5mg,ODT Tablet,9.0,,,,,19.39,Maxalt-MLT,67406060107220-Generic,10.99,9,,confirmed,rizatriptan-benzoate-5mg-odt-tablet,False,False
Rizatriptan Benzoate,10mg,ODT Tablet,18.0,,,,,22.39,Maxalt-MLT,67406060107230-Generic,13.93,18,,confirmed,rizatriptan-benzoate-5mg-odt-tablet,False,False
Rizatriptan Benzoate,10mg,Tablet,12.0,,,,,13.62,Maxalt,67406060100320-Generic,13.96,12,,confirmed,RizatriptanBenzoate-10mg-Tablet,False,False
Rizatriptan Benzoate,5mg,Tablet,12.0,,,,,9.45,Maxalt,67406060100310-Generic,10.37,12,,confirmed,RizatriptanBenzoate-10mg-Tablet,False,False
Roflumilast,250mcg,Tablet,28.0,,,,,55.82,Daliresp,44450065000310-Generic,13.87,28,,confirmed,roflumilast-250mcg-tablet-daliresp,False,False
Roflumilast,500mcg,Tablet,90.0,,,,,8.35,Daliresp,44450065000320-Generic,13.07,90,,confirmed,roflumilast-250mcg-tablet-daliresp,False,False
Ropinirole,0.25mg,Tablet,100.0,,,,,5.62,Requip,73203070100310-Generic,1.26,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,0.5mg,Tablet,100.0,,,,,5.62,Requip,73203070100315-Generic,0.91,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,1mg,Tablet,100.0,,,,,5.62,Requip,73203070100320-Generic,0.87,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,2mg,Tablet,100.0,,,,,5.62,Requip,73203070100330-Generic,1.17,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,3mg,Tablet,100.0,,,,,6.14,Requip,73203070100337-Generic,1.15,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,4mg,Tablet,100.0,,,,,6.07,Requip,73203070100344-Generic,1.1,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole,5mg,Tablet,100.0,,,,,6.35,Requip,73203070100350-Generic,1.78,100,,confirmed,ropinirole-0_25mg-tablet,False,False
Ropinirole Extended Release (ER),2mg,Extended Release Tablet,90.0,,,,,11.14,Requip XL,73203070107520-Generic,2.69,90,,confirmed,ropiniroleextendedreleaseer-2mg-tablet,False,False
Ropinirole Extended Release (ER),12mg,Extended Release Tablet,30.0,,,,,37.46,Requip XL,73203070107550-Generic,12.49,30,,confirmed,ropiniroleextendedreleaseer-2mg-tablet,False,False
Ropinirole Extended Release (ER),4mg,Extended Release Tablet,90.0,,,,,8.66,Requip XL,73203070107530-Generic,5.41,90,,confirmed,ropiniroleextendedreleaseer-2mg-tablet,False,False
Ropinirole Extended Release (ER),6mg,Extended Release Tablet,30.0,,,,,10.21,Requip XL,73203070107535-Generic,7.32,30,,confirmed,ropiniroleextendedreleaseer-2mg-tablet,False,False
Ropinirole Extended Release (ER),8mg,Extended Release Tablet,30.0,,,,,17.97,Requip XL,73203070107540-Generic,7.46,30,,confirmed,ropiniroleextendedreleaseer-2mg-tablet,False,False
Rosuvastatin,10mg,Tablet,1000.0,,,,,5.66,Crestor,39400060100310-Generic,4.47,1000,,confirmed,rosuvastatin-10mg-tablet,False,False
Rosuvastatin,20mg,Tablet,1000.0,,,,,5.97,Crestor,39400060100320-Generic,4.29,1000,,confirmed,rosuvastatin-10mg-tablet,False,False
Rosuvastatin,40mg,Tablet,1000.0,,,,,6.83,Crestor,39400060100340-Generic,3.73,1000,,confirmed,rosuvastatin-10mg-tablet,False,False
Rosuvastatin,5mg,Tablet,1000.0,,,,,5.45,Crestor,39400060100305-Generic,4.45,1000,,confirmed,rosuvastatin-10mg-tablet,False,False
Rufinamide,200mg,Tablet,120.0,,,,,26.29,Banzel,72600065000320-Generic,15.3,120,,confirmed,rufinamide-200mg-tablet-banzel,False,False
Rufinamide,400mg,Tablet,120.0,,,,,29.87,Banzel,72600065000330-Generic,66.8,120,,confirmed,rufinamide-200mg-tablet-banzel,False,False
Rufinamide,40mg/mL,Bottle of Suspension,460.0,,,,,104.7,Banzel,72600065001820-460-Generic,1637.0,460,460mL,confirmed,rufinamide-200mg-tablet-banzel,False,False
Sacubitril-Valsartan,24-26mg,Tablet,180.0,,,,,9.04,Entresto,40992002600320-Generic,11.96,180,,confirmed,sacubitril-valsartan-24-26mg-tablet,False,False
Sacubitril-Valsartan,49-51mg,Tablet,180.0,,,,,12.42,Entresto,40992002600330-Generic,11.96,180,,confirmed,sacubitril-valsartan-24-26mg-tablet,False,False
Sacubitril-Valsartan,97-103mg,Tablet,60.0,,,,,8.62,Entresto,40992002600340-Generic,11.96,60,,confirmed,sacubitril-valsartan-24-26mg-tablet,False,False
Sapropterin Dihydrochloride,100mg,Tablet,120.0,,,,,335.61,Kuvan,30908565100320-Generic,36.67,120,,confirmed,sapropterin-dihydrochloride-100mg-tablet-kuvan,False,False
Sapropterin Dihydrochloride,100mg,Carton of Packets,30.0,,,,,229.34,Kuvan,30908565103020-30-Generic,1119.0,30,30 Packets,confirmed,sapropterin-dihydrochloride-100mg-tablet-kuvan,False,False
Sapropterin Dihydrochloride,500mg,Packet,30.0,,,,,999.74,Kuvan,30908565103040-Generic,185.3,30,,confirmed,sapropterin-dihydrochloride-100mg-tablet-kuvan,False,False
